icao24,callsign,country,timePosition,lastContact,longitude,latitude,baroAltitude,onGround,velocity,heading,verticalRate,_,geoAltitude,transponderCode,spi,positionSource
"aa76ef","SWA288  ","United States",1682183915,1682183916,-98.6622,33.3804,11277.6,false,257.75,140.75,0,null,11460.48,null,false,0
"710111","SVA037  ","Saudi Arabia",1682183916,1682183916,-71.9304,42.6864,10363.2,false,221.9,228.29,0,null,10553.7,null,false,0
"c005bf","CFCEO   ","Canada",1682183915,1682183916,-113.0233,51.172,1965.96,false,65.5,184.05,2.93,null,1958.34,"2547",false,0
"aaa107","SWA3147 ","United States",1682183916,1682183916,-106.1356,37.7314,11582.4,false,209.17,225.3,0,null,11673.84,null,false,0
"3c4dd1","DLH5TT  ","Germany",1682183916,1682183916,10.0052,49.3864,7315.2,false,205.84,305.44,0,null,7421.88,"4142",false,0
"3c4dd0","DLH359  ","Germany",1682183915,1682183916,8.8097,50.1114,1371.6,false,81.23,249.61,-5.85,null,1394.46,"1000",false,0
"a3be8f","DAL1157 ","United States",1682183914,1682183914,-92.7156,44.8983,2072.64,false,130.26,223.72,-3.25,null,1973.58,"4163",false,0
"4caac1","NOS6872 ","Ireland",1682183835,1682183835,8.7231,45.6093,null,true,12.86,168.75,null,null,null,"0453",false,0
"a2f2d8","OXF4756 ","United States",1682183916,1682183916,-111.6436,33.3025,518.16,false,42.56,134.51,4.23,null,457.2,null,false,0
"ad6da6","FDY177  ","United States",1682183899,1682183899,-77.4495,38.9516,null,true,5.14,14.06,null,null,null,null,false,0
"a5f208","SWA2323 ","United States",1682183916,1682183916,-98.27,33.6674,6774.18,false,255.12,107.48,-13.66,null,6949.44,null,false,0
"c005b3","CNK5    ","Canada",1682183711,1682183717,-122.3827,37.6279,null,true,0.06,298.12,null,null,null,"3516",false,0
"3d1424","DEFWM   ","Germany",1682183916,1682183916,8.586,49.3182,670.56,false,49.8,340.07,-0.33,null,693.42,"7000",false,0
"a445ec","UAL1519 ","United States",1682183907,1682183912,-77.4572,38.9693,null,true,0,258.75,null,null,null,null,false,0
"ad273b","DAL2409 ","United States",1682183916,1682183916,-82.5231,34.8854,7010.4,false,191.01,234.43,0.33,null,7071.36,null,false,0
"451d86","TAP20AC ","Bulgaria",1682183670,1682183670,-3.5752,40.5845,975.36,false,74.08,180,-4.23,null,1043.94,"4406",false,0
"a445ef","UAL2472 ","United States",1682183916,1682183916,-97.3682,30.8177,9372.6,false,260.79,97.14,-11.05,null,9646.92,"4055",false,0
"a935b7","N6929   ","United States",1682183858,1682183858,-93.4826,35.4606,2255.52,false,67.68,18.16,0,null,2232.66,null,false,0
"a445ee","UAL1260 ","United States",1682183915,1682183915,-111.9043,36.7694,10629.9,false,265.61,67.21,4.23,null,10828.02,null,false,0
"451d85","TAP644T ","Bulgaria",1682183916,1682183916,0.1684,48.1452,10774.68,false,255.41,38.79,-5.2,null,10698.48,null,false,0
"3c4dce","DLH9JH  ","Germany",1682183916,1682183916,7.7324,49.4852,7200.9,false,187.68,290.37,-12.68,null,7269.48,"1000",false,0
"3c4dcd","DLH8KT  ","Germany",1682183916,1682183916,8.6187,50.0661,541.02,false,62.02,249.61,-2.93,null,548.64,"1000",false,0
"3444cf","VLG9KG  ","Spain",1682183916,1682183916,-1.1229,50.5286,5585.46,false,216.73,19.55,-9.75,null,5547.36,"7456",false,0
"710100","SVA973  ","Saudi Arabia",1682183915,1682183915,52.188,22.8306,10363.2,false,217.66,271.22,0,null,10820.4,null,false,0
"800d9d","IGO7168 ","India",1682183913,1682183913,75.098,22.6665,3642.36,false,110.33,266.26,3.9,null,3489.96,null,false,0
"3444ca","VLG7894 ","Spain",1682183916,1682183916,13.1663,39.776,11269.98,false,240.94,103.71,0,null,11430,null,false,0
"a86545","JTL640  ","United States",1682183916,1682183916,-82.2237,28.2892,10043.16,false,185.06,326.8,18.21,null,10347.96,null,false,0
"a86540","PDT6003 ","United States",1682183916,1682183916,-75.692,40.1162,2095.5,false,134.84,95.25,-5.2,null,2087.88,"5763",false,0
"ac54d8","N894GT  ","United States",1682183912,1682183912,-97.3881,34.9745,655.32,false,59.43,343.92,0,null,678.18,null,false,0
"a97e04","N710WC  ","United States",1682183916,1682183916,-87.6812,33.0949,13716,false,175.16,335.17,0,null,13822.68,null,false,0
"a2ebe6","KAP77   ","United States",1682183916,1682183916,-86.8601,36.6704,2423.16,false,71.88,346.76,-0.33,null,2392.68,null,false,0
"71011e","SVA124  ","Saudi Arabia",1682183916,1682183916,13.7285,47.0311,12496.8,false,254.87,137.45,-0.33,null,12512.04,"5261",false,0
"ab34f3","DAL1587 ","United States",1682183916,1682183916,-83.0107,32.4114,8001,false,223.87,318.91,-7.8,null,8199.12,null,false,0
"abc107","SWA1934 ","United States",1682183916,1682183916,-96.7986,32.8071,411.48,false,85.86,315.97,-4.55,null,434.34,null,false,0
"ac9113","SKW4781 ","United States",1682183916,1682183916,-96.9794,37.5125,10058.4,false,265.97,115.92,0,null,10035.54,"6246",false,0
"a1226e","AAL1657 ","United States",1682183916,1682183916,-82.5865,28.3152,4244.34,false,193.55,6.26,8.13,null,4335.78,null,false,0
"801465","IGO7117 ","India",1682183916,1682183916,87.5105,20.4561,4572,false,138.61,71.16,2.28,null,4693.92,"1426",false,0
"010154","MSR959  ","Egypt",1682183915,1682183916,113.2112,22.9596,3741.42,false,171.16,162.33,13,null,3924.3,null,false,0
"010153","MSR996  ","Egypt",1682183916,1682183916,-78.876,43.7674,4899.66,false,221.52,65.88,12.35,null,4815.84,"6345",false,0
"3444d1","VLG4BN  ","Spain",1682183915,1682183916,-2.4206,40.2685,7315.2,false,257.41,145.83,0,null,7505.7,null,false,0
"490734","RVP954  ","Portugal",1682183916,1682183916,-9.3827,38.9053,2743.2,false,103.61,32.43,0,null,2849.88,"1354",false,0
"710132","SVA704  ","Saudi Arabia",1682183915,1682183915,52.1609,22.9099,11887.2,false,274.61,105.65,0,null,12420.6,null,false,0
"a43eea","UAL674  ","United States",1682183916,1682183916,-115.2045,34.0892,9753.6,false,223.83,292.14,0,null,10058.4,null,false,0
"a30bf8","N296CB  ","United States",1682183914,1682183914,-117.4818,33.9937,762,false,42.79,341.78,-0.65,null,739.14,null,false,0
"a92ea0","EDV5015 ","United States",1682183670,1682183717,-79.7786,33.3108,10073.64,false,258.81,60.07,3.9,null,10279.38,"3213",false,0
"801461","IGO2789 ","India",1682183915,1682183916,77.4128,21.477,11277.6,false,250.94,167.93,-0.33,null,11757.66,null,false,0
"ab34ea","DAL787  ","United States",1682183914,1682183916,-114.7675,47.2678,10363.2,false,213.12,288,0,null,10332.72,null,false,0
"3feb96","DMCML   ","Germany",1682183911,1682183913,9.5885,54.2113,251.46,false,32.22,218.52,-0.33,null,null,"7000",false,0
"a12275","N172UZ  ","United States",1682183868,1682183868,-112.133,41.3894,1988.82,false,46.11,234.54,-2.6,null,2049.78,null,false,0
"a325fd","AAL1918 ","United States",1682183915,1682183915,-80.9807,35.38,1165.86,false,92.29,176.16,-4.88,null,1127.76,"7430",false,0
"801460","IGO6273 ","India",1682183916,1682183916,77.7222,14.2024,8785.86,false,190.89,4.33,4.55,null,9258.3,null,false,0
"aced29","DAL2816 ","United States",1682183915,1682183916,-90.7173,37.9568,10058.4,false,268.75,126.67,0,null,9951.72,null,false,0
"a2a54a","TRF442  ","United States",1682183916,1682183916,-97.5792,32.9446,731.52,false,58.85,247.92,0,null,723.9,null,false,0
"a8c825","N665PV  ","United States",1682183688,1682183688,-122.2656,38.2118,22.86,false,25.41,238.24,-1.63,null,45.72,null,false,0
"800d88","IGO6927 ","India",1682183915,1682183915,77.417,28.5083,1485.9,false,139.05,294.48,-8.45,null,1463.04,null,false,0
"a80ee3","FFY780  ","United States",1682183909,1682183914,-81.4452,29.8986,624.84,false,47.31,226.76,-0.33,null,601.98,null,false,0
"aaa11d","N784TT  ","United States",1682183914,1682183916,-91.8064,35.78,6096,false,105.89,241.57,0,null,6057.9,null,false,0
"3444c9","VLG8446 ","Spain",1682183916,1682183916,11.9148,55.5398,3840.48,false,207.88,58.36,-8.78,null,3901.44,"3151",false,0
"a948c4","DAL1525 ","United States",1682183916,1682183916,-82.8616,28.2738,2446.02,false,150.22,89.61,-1.95,null,2491.74,null,false,0
"0c216c","CMP336  ","Panama",1682183915,1682183916,-74.4155,4.6042,5448.3,false,170.03,296.02,5.2,null,5775.96,null,false,0
"80145a","VTI727  ","India",1682183914,1682183915,88.4446,22.6553,68.58,true,8.75,185.62,null,null,null,"0576",false,0
"a445cd","UAL1659 ","United States",1682183916,1682183916,-89.5357,33.6162,10972.8,false,227.3,186.5,0,null,11102.34,"3165",false,0
"a2b885","N2746C  ","United States",1682183915,1682183916,-95.983,32.6791,701.04,false,44.76,43.6,-0.33,null,708.66,null,false,0
"ac67fc","AAL2075 ","United States",1682183915,1682183915,-97.032,32.8935,null,true,4.63,174.38,null,null,null,null,false,0
"ac8a1f","N907KS  ","United States",1682183915,1682183915,-81.9359,27.99,495.3,false,45.28,271.3,-2.93,null,457.2,null,false,0
"010148","SUBRG   ","Egypt",1682183916,1682183916,-76.0521,45.4045,13716,false,235.41,71.13,-0.33,null,13723.62,"7403",false,0
"a1d2cc","N21643  ","United States",1682183915,1682183916,-118.1599,34.1847,883.92,false,58.93,155.22,-4.23,null,853.44,null,false,0
"800d7a","SEJ8682 ","India",1682183916,1682183916,77.1934,27.8992,3817.62,false,154.03,5.56,-5.85,null,3939.54,null,false,0
"abba29","N855CM  ","United States",1682183816,1682183818,-90.9534,30.1516,236.22,false,52.03,155.46,-2.93,null,228.6,null,false,0
"a61e98","N4937P  ","United States",1682183915,1682183915,-122.1376,47.8462,518.16,false,53.03,309.09,-0.65,null,556.26,null,false,0
"710124","SVA228  ","Saudi Arabia",1682183915,1682183916,10.0937,39.614,12184.38,false,260.76,118.13,0,null,12329.16,null,false,0
"710123","FAD913  ","Saudi Arabia",null,1682183860,null,null,null,false,167.49,280.62,12.35,null,null,null,false,0
"407c2d","LDG17   ","United Kingdom",1682183916,1682183916,-1.4028,51.8484,1097.28,false,66.57,323.48,4.88,null,1066.8,null,false,0
"ad5ac8","N96LA   ","United States",1682183705,1682183705,-104.8496,39.5742,null,true,10.29,177.19,null,null,null,null,false,0
"abe77a","SWA649  ","United States",1682183916,1682183916,-89.6623,29.6,11277.6,false,262.49,130.15,0,null,11574.78,null,false,0
"abba43","DAL1221 ","United States",1682183916,1682183916,-103.8033,43.7726,10965.18,false,229.12,250.18,0,null,10782.3,null,false,0
"ab7d94","N84AV   ","United States",1682183916,1682183916,-76.9192,43.1254,1127.76,false,65.34,90.9,0,null,1028.7,null,false,0
"a027ca","SKW5276 ","United States",1682183916,1682183916,-96.1039,36.4594,3886.2,false,139.72,319.33,10.73,null,3893.82,"2113",false,0
"4c0179","ASL28J  ","Serbia",1682183916,1682183916,18.6438,46.6548,6096,false,126.31,324.95,0,null,6156.96,"4517",false,0
"a55ed2","N445ST  ","United States",1682183916,1682183916,-78.5923,38.278,13106.4,false,198.88,227.94,0.65,null,13144.5,"1543",false,0
"ac4dfb","AAL2438 ","United States",1682183915,1682183915,-73.8584,23.0087,10668,false,270.87,117.98,0,null,11155.68,null,false,0
"778567","SYR522  ","Syrian Arab Republic",1682183916,1682183916,51.5229,25.4423,1859.28,false,139.86,337.96,14.63,null,1897.38,null,false,0
"abc12a","SWA2810 ","United States",1682183916,1682183916,-104.5009,39.8019,3276.6,false,127.08,180.7,-2.6,null,3299.46,null,false,0
"a8c802","NKS353  ","United States",1682183760,1682183782,-81.2519,26.3545,4495.8,false,194.52,130.39,-9.1,null,4655.82,null,false,0
"aa6fd2","N7715N  ","United States",1682183899,1682183916,-95.0787,35.3947,1318.26,false,55.34,275.87,0.65,null,1318.26,null,false,0
"469de4","IFM009  ","Greece",1682183916,1682183916,6.303,46.2253,3185.16,false,151.74,24.22,-8.13,null,3268.98,"5742",false,0
"adbdc6","N33LA   ","United States",1682183916,1682183916,-111.8275,33.5315,777.24,false,40.3,104.04,2.6,null,754.38,null,false,0
"a708b0","AAL2240 ","United States",1682183916,1682183916,-95.2402,36.3483,10355.58,false,189.43,267.98,0,null,10386.06,"7243",false,0
"adc4a3","N9866L  ","United States",1682183907,1682183907,-117.0302,47.1947,1203.96,false,46.66,194.04,0.65,null,1249.68,null,false,0
"407c26","SWG689  ","United Kingdom",1682183916,1682183916,-80.1776,37.9456,11277.6,false,275.15,6.87,-0.33,null,11277.6,"2660",false,0
"a17d19","N1950C  ","United States",1682183916,1682183916,-121.3176,38.1272,1082.04,false,62.87,36.68,-0.98,null,1104.9,null,false,0
"a4a8f5","N4LM    ","United States",1682183916,1682183916,-117.0825,33.1595,1028.7,false,73.34,261.53,-2.6,null,1021.08,null,false,0
"aaad8f","SWA2337 ","United States",1682183916,1682183916,-96.3383,39.2811,11582.4,false,203.9,252.98,0,null,11452.86,"3551",false,0
"a5fe19","N4854J  ","United States",1682183916,1682183916,-81.3817,41.0995,960.12,false,62.11,58.55,0,null,845.82,null,false,0
"a18403","AAL2432 ","United States",1682183911,1682183916,-112.0028,33.4378,null,true,1.03,47.81,null,null,null,null,false,0
"ab8496","N841LM  ","United States",1682183915,1682183916,-90.2992,30.0015,1653.54,false,58.14,358.99,0,null,1676.4,null,false,0
"a6ceb8","LXJ538  ","United States",1682183916,1682183916,-79.5035,26.5807,4892.04,false,187.4,226.45,-0.33,null,5067.3,null,false,0
"407c0b","TOM2HW  ","United Kingdom",1682183915,1682183916,-12.4512,30.6033,11887.2,false,217.74,204.87,0,null,12298.68,null,false,0
"80148e","IGO1302 ","India",1682183907,1682183907,54.7572,24.3647,11277.6,false,266.26,110.12,0,null,11788.14,"2161",false,0
"abe79d","SWA3185 ","United States",1682183914,1682183916,-101.9558,38.0007,11582.4,false,194.69,253.58,0,null,11597.64,null,false,0
"01010d","","Egypt",null,1682183823,null,null,11719.56,false,226.36,174.52,0,null,null,"1657",false,0
"ad61d8","N961WG  ","United States",1682183914,1682183916,-111.7056,32.9398,1706.88,false,61.81,157.49,-0.98,null,1706.88,null,false,0
"4d211b","VJT929  ","Malta",1682183915,1682183916,-104.9941,32.8102,11887.2,false,272.98,87.19,0,null,12184.38,null,false,0
"a4e538","RPA4712 ","United States",1682183915,1682183915,-75.3286,37.8376,9448.8,false,242.51,337.02,0,null,9616.44,"3157",true,0
"4d2131","VJT957  ","Malta",1682183913,1682183913,-70.8997,41.6459,1569.72,false,132.77,281.4,-5.2,null,1600.2,null,false,0
"a55ef3","UAL1324 ","United States",1682183916,1682183916,-75.7786,40.3608,8351.52,false,206.63,238.64,6.83,null,8458.2,"1677",false,0
"ac8a63","NKS888  ","United States",1682183915,1682183915,-108.8423,37.8125,11300.46,false,267.49,85.04,0,null,11407.14,null,false,0
"44046d","EJU1748 ","Austria",1682183915,1682183916,27.3078,35.6927,11239.5,false,207.18,303.97,4.88,null,11315.7,null,false,0
"ac8a66","AAL1070 ","United States",1682183916,1682183916,-80.9746,35.3098,762,false,86.13,175.89,-5.53,null,716.28,"2543",false,0
"3c4dc5","DLH47P  ","Germany",1682183916,1682183916,8.7113,50.0881,944.88,false,87.61,249.01,-6.18,null,967.74,"1000",false,0
"80149f","","India",1682183887,1682183888,79.1746,11.0957,3672.84,false,108.16,50.4,4.55,null,3764.28,null,false,0
"3c4dc8","DLH88V  ","Germany",1682183916,1682183916,11.4561,48.3175,1524,false,118.17,83,0,null,1569.72,"1000",false,0
"440469","EJU92TU ","Austria",1682183916,1682183916,8.3189,46.4211,7955.28,false,220.7,142.86,-7.48,null,8122.92,"1000",false,0
"80149a","IGO1403 ","India",1682183696,1682183696,74.4721,13.0579,10965.18,false,220.45,318.31,0,null,11582.4,null,false,0
"80149e","IGO2096 ","India",1682183908,1682183908,77.091,28.5691,null,true,6.94,244.69,null,null,null,null,false,0
"a828aa","N62488  ","United States",1682183848,1682183848,-73.5959,43.3629,358.14,false,40.25,327.53,-5.2,null,320.04,null,false,0
"a552aa","N442GJ  ","United States",1682183916,1682183916,-83.8988,35.8183,11582.4,false,228.38,7.64,0,null,11612.88,null,false,0
"acda2c","SWA1160 ","United States",1682183915,1682183915,-81.2371,34.4474,8587.74,false,246.8,98.87,-3.58,null,8709.66,null,false,0
"010108","MSR730  ","Egypt",1682183916,1682183916,23.4322,44.0013,11277.6,false,241.43,161.1,0,null,11186.16,null,false,0
"3c4dc2","DLH5LA  ","Germany",1682183916,1682183916,10.2974,50.8459,6172.2,false,187.68,231.12,-8.13,null,6233.16,"1000",false,0
"3c4dc1","DLH1WA  ","Germany",1682183915,1682183916,8.8955,42.845,10980.42,false,231.81,4.84,0,null,11132.82,null,false,0
"a698f9","FFL537  ","United States",1682183916,1682183916,-104.0057,34.6877,9753.6,false,165.71,286.41,0,null,9928.86,null,false,0
"a36279","SKW124T ","United States",1682183916,1682183916,-118.9349,35.9122,10363.2,false,216.02,351.23,0,null,10614.66,null,false,0
"06a1b8","QTR1168 ","Qatar",1682183631,1682183631,47.7618,26.1799,8191.5,false,184.69,263.92,-4.88,null,8557.26,null,false,0
"06a1b9","QTR460  ","Qatar",1682183913,1682183916,47.3636,30.4364,11597.64,false,221.08,310.66,0,null,11917.68,null,false,0
"a387c7","N3266C  ","United States",1682183915,1682183915,-117.1377,32.7955,335.28,false,39.04,108.43,-2.28,null,297.18,null,false,0
"adbe91","JBU90   ","United States",1682183916,1682183916,-95.7941,36.1556,10066.02,false,275.01,85.6,0,null,10104.12,"7263",false,0
"a4470e","HAL29   ","United States",1682183916,1682183916,-122.3079,47.4483,38.1,false,75.63,180.39,-0.65,null,106.68,null,false,0
"adab57","N980CA  ","United States",1682183904,1682183904,-80.6624,34.1239,7025.64,false,137.1,148.82,0,null,7200.9,null,false,0
"4b18b9","EDW448A ","Switzerland",1682183811,1682183820,15.2447,43.7857,5295.9,false,205.89,123.69,-18.86,null,5448.3,"1000",false,0
"adc55c","N987CE  ","United States",1682183915,1682183915,-100.3779,39.4127,12192,false,195.99,249.57,0.98,null,12115.8,"4516",false,0
"a7e2da","SKW3911 ","United States",1682183916,1682183916,-87.5978,41.6289,1005.84,false,98.46,59.55,-3.9,null,929.64,null,false,0
"a387bd","N32653  ","United States",1682183915,1682183915,-117.3214,47.9987,1272.54,false,52.89,142.91,-0.65,null,1318.26,null,false,0
"a96b80","PAC964  ","United States",1682183915,1682183916,-121.9828,36.5,10668,false,269.51,118.13,0,null,10949.94,"1123",false,0
"a54d06","OXF1197 ","United States",1682183916,1682183916,-111.3681,33.2296,1600.2,false,50.93,45,-0.65,null,1600.2,null,false,0
"a30d18","EDV5423 ","United States",1682183916,1682183916,-73.6428,40.7882,906.78,false,86.4,209.62,0,null,899.16,"7462",false,0
"06a1c9","        ","Qatar",1682183914,1682183914,51.5734,25.2645,null,true,8.75,157.5,null,null,null,null,false,0
"a54d04","OXF3670 ","United States",1682183914,1682183915,-111.8392,33.1107,998.22,false,50.66,34.66,0,null,967.74,null,false,0
"407ad7","GMADX   ","United Kingdom",1682183916,1682183916,-0.6453,51.4182,403.86,false,74.19,289.44,-1.95,null,381,null,false,0
"a001c7","N1UC    ","United States",1682183915,1682183916,-89.8202,30.3119,4038.6,false,68.1,355.67,6.5,null,4137.66,null,false,0
"3c6917","LGL86L  ","Germany",1682183916,1682183916,6.4349,48.4846,7193.28,false,225.39,1.31,-10.08,null,7284.72,"1000",false,0
"a3bda6","DAL1634 ","United States",1682183916,1682183916,-99.4297,32.0324,10363.2,false,201.24,268.24,0,null,10614.66,"2242",false,0
"06a1c0","QTR6K   ","Qatar",1682183916,1682183916,31.4435,32.9894,11277.6,false,254.27,123.11,0,null,11460.48,null,false,0
"a7e2e6","N607SX  ","United States",1682183916,1682183916,-117.6025,33.5209,1592.58,false,37.51,47.78,2.28,null,1623.06,null,false,0
"a134d5","SKW3315 ","United States",1682183916,1682183916,-122.7247,45.3984,2011.68,false,141.2,338.86,-5.2,null,2087.88,"5704",false,0
"acf2e4","EDV4966 ","United States",1682183916,1682183916,-73.6209,40.934,4800.6,false,190.68,311.17,11.7,null,4861.56,null,false,0
"06a1bb","QTR35H  ","Qatar",1682183902,1682183902,32.5185,41.5891,10668,false,264.39,110.62,0,null,10637.52,null,false,0
"06a1bc","QTR6J   ","Qatar",1682183910,1682183913,53.0651,24.9864,7437.12,false,258.28,104.06,9.43,null,7772.4,null,false,0
"4d2089","VJT741  ","Malta",1682183916,1682183916,1.8038,43.6339,13716,false,251.79,173.19,0,null,13799.82,"0530",false,0
"c06800","JZA7718 ","Canada",1682183916,1682183916,-72.8936,45.3732,5494.02,false,182.2,110.84,12.35,null,5562.6,null,false,0
"407ac6","TOM28K  ","United Kingdom",1682183916,1682183916,0.2103,40.5871,10972.8,false,229.37,22.14,0,null,11132.82,null,false,0
"a027f9","N109UV  ","United States",1682183916,1682183916,-111.7481,40.1812,1600.2,false,58.41,19.55,-0.98,null,1645.92,null,false,0
"440437","OECTR   ","Austria",1682183915,1682183916,14.2967,48.2352,1371.6,false,56.18,217.18,-0.33,null,1440.18,null,false,0
"4b4e1d","HB2422  ","Switzerland",1682183869,1682183912,8.2387,47.4512,746.76,false,44.47,47.05,-2,null,619,"7000",false,3
"a014c9","AAL184  ","United States",1682183914,1682183915,-104.4298,36.4682,10660.38,false,269.46,77.32,0,null,10805.16,null,false,0
"06a1d0","QQE275  ","Qatar",1682183916,1682183916,-80.5593,26.9991,13716,false,303.73,108.47,0.33,null,14127.48,"6214",false,0
"a06435","SKW4712 ","United States",1682183916,1682183916,-102.8969,34.4589,10363.2,false,201.47,232.57,-0.65,null,10576.56,"3167",true,0
"a0ad24","UAL1029 ","United States",1682183916,1682183916,-113.7741,36.4995,11277.6,false,256.33,69.93,0,null,11536.68,null,false,0
"407ac1","TOM5XK  ","United Kingdom",1682183915,1682183916,28.5746,38.6742,11277.6,false,231.45,153.32,0,null,11292.84,"4622",false,0
"a16a02","AAL2658 ","United States",1682183915,1682183915,-114.1645,38.6806,10050.78,false,257.63,144.75,-0.33,null,10226.04,null,false,0
"a0ad0f","N1424N  ","United States",1682183776,1682183781,-90.579,30.0633,91.44,false,43.81,350.54,-1.95,null,91.44,null,false,0
"a96b65","FFT86   ","United States",1682183915,1682183916,-90.2295,31.1238,9448.8,false,232.88,176.83,0,null,9685.02,"1151",false,0
"a19757","N201SN  ","United States",1682183915,1682183915,-82.413,26.972,914.4,false,59.72,157.19,0.65,null,906.78,null,false,0
"06a1e9","QTR8171 ","Qatar",1682183916,1682183916,13.3941,47.7416,10972.8,false,222.78,291.83,-0.33,null,11026.14,"3272",false,0
"71018c","SVA261  ","Saudi Arabia",1682183915,1682183916,30.8197,36.1856,11582.4,false,251.65,358.48,0,null,11666.22,null,false,0
"4b18ba","EDW298B ","Switzerland",1682183916,1682183916,-7.9547,37.0128,38.1,false,65.29,279.98,-3.25,null,99.06,"4511",false,0
"a54d25","OXF3867 ","United States",1682183903,1682183903,-111.7207,33.4641,null,true,0.06,180,null,null,null,null,false,0
"a027fa","AAL2367 ","United States",1682183916,1682183916,-90.0458,30.9801,10363.2,false,199.49,278,0,null,10584.18,null,false,0
"a9bb45","EJA726  ","United States",1682183916,1682183916,-84.5153,35.8021,12489.18,false,238.68,339.3,-0.33,null,12481.56,"7717",false,0
"a32718","DAL898  ","United States",1682183916,1682183916,-118.1461,33.9778,1295.4,false,103.12,263.12,-5.2,null,1310.64,null,false,0
"a8b56f","NKS3139 ","United States",1682183916,1682183916,-88.7361,32.3395,10050.78,false,277.38,123.42,-0.33,null,10248.9,"1434",false,0
"a54d1e","OXF1494 ","United States",1682183915,1682183915,-111.826,33.2597,457.2,false,36.1,49.04,-2.93,null,403.86,null,false,0
"a04a36","N118D   ","United States",1682183916,1682183916,-111.9463,33.2748,1143,false,54.66,198.09,-0.98,null,1074.42,null,false,0
"a0ad1d","UAL2432 ","United States",1682183916,1682183916,-104.5793,39.9497,2910.84,false,149.81,87.84,8.78,null,2933.7,null,false,0
"a87898","JBU1971 ","United States",1682183916,1682183916,-75.5749,40.2145,8854.44,false,208.07,235.17,8.13,null,8976.36,"2744",false,0
"4bb849","PGT1855 ","Turkey",1682183912,1682183916,33.5017,35.1569,null,true,0.06,109.69,null,null,null,null,false,0
"a1c11a","N212BS  ","United States",1682183122,1682183916,-96.4979,30.6399,1310.64,false,45.97,148.27,-1.95,null,1325.88,"1200",false,0
"4bb846","PGT1862 ","Turkey",1682183915,1682183916,28.2823,38.0428,9052.56,false,236.65,118.57,7.8,null,9098.28,null,false,0
"4bb847","PGT2HL  ","Turkey",1682183914,1682183914,17.9247,59.6507,null,true,0,357.19,null,null,null,null,false,0
"71013b","FAD143  ","Saudi Arabia",1682183681,1682183688,46.4486,24.7134,5250.18,false,183.93,245.37,10.08,null,5501.64,null,false,0
"4bb844","PGT68   ","Turkey",1682183916,1682183916,13.294,47.1483,11285.22,false,251.42,131.68,0.33,null,11346.18,"6435",false,0
"800bb8","GOW2418 ","India",1682183913,1682183913,74.9871,29.4306,9799.32,false,227.44,213.19,7.48,null,9966.96,null,false,0
"4bb842","PGT28YC ","Turkey",1682183916,1682183916,28.2701,40.8842,4747.26,false,164.94,126.12,-8.78,null,4792.98,null,false,0
"a35aae","AAL2469 ","United States",1682183916,1682183916,-106.3355,34.1376,11277.6,false,261.34,86.39,0,null,11513.82,null,false,0
"a1713e","N192SW  ","United States",1682183916,1682183916,-103.7834,37.1884,12496.8,false,269.49,85.18,0.33,null,12565.38,null,false,0
"a17140","SKW3450 ","United States",1682183916,1682183916,-120.3593,35.2835,10668,false,251.47,116.88,0,null,10980.42,"6344",false,0
"800bc8","SEJ198  ","India",1682183916,1682183916,77.1795,27.8682,4876.8,false,158.33,10.11,-6.18,null,5044.44,null,false,0
"a1d44e","SWA2863 ","United States",1682183916,1682183916,-96.1586,39.3039,9906,false,189.85,269.07,12.03,null,9761.22,null,false,0
"06a1ec","QTR37R  ","Qatar",1682183916,1682183916,0.469,41.7044,6865.62,false,174.41,270.68,-13.98,null,7018.02,"2057",false,0
"4b18f3","EDW69A  ","Switzerland",1682183916,1682183916,27.7214,36.4116,3253.74,false,148.93,277.54,7.15,null,3322.32,null,false,0
"4b18f4","EDW310B ","Switzerland",1682183644,1682183644,-3.3605,55.9497,null,true,0,250.31,null,null,null,"3032",false,0
"4b18f5","EDW301P ","Switzerland",1682183915,1682183916,-3.5782,57.87,11269.98,false,236.45,134.82,0,null,11087.1,"2236",false,0
"4bb859","PGT89UL ","Turkey",1682183915,1682183915,31.0342,40.4731,8831.58,false,249.01,122.77,4.23,null,8854.44,null,false,0
"ab7d21","N8397L  ","United States",1682183916,1682183916,-118.7879,34.3577,1874.52,false,58.53,102.69,-0.33,null,1889.76,null,false,0
"4bb855","PGT1AT  ","Turkey",1682183900,1682183912,18.7404,44.2487,11277.6,false,249.58,131.74,0,null,11262.36,"7711",false,0
"4bb856","PGT129D ","Turkey",1682183916,1682183916,6.1653,46.2764,662.94,false,65.84,225.32,-3.9,null,701.04,"1000",false,0
"4bb853","PGT75RF ","Turkey",1682183916,1682183916,20.8362,44.7234,10675.62,false,241.94,131.72,0,null,10614.66,"7664",false,0
"a0faf3","AAL2935 ","United States",1682183915,1682183915,-92.5331,36.16,9761.22,false,190.94,271.7,0,null,9776.46,"3523",false,0
"ab34a6","LRC626  ","United States",1682183916,1682183916,-81.61,33.204,10660.38,false,236.81,16.66,0,null,10866.12,"7276",false,0
"c040a1","CFYMI   ","Canada",1682183916,1682183916,-113.6005,50.438,1790.7,false,65.73,239.42,0.65,null,1783.08,"1200",false,0
"342059","FIN08PL ","Spain",1682183916,1682183916,-0.1399,44.8899,10058.4,false,215.43,208.22,0,null,10088.88,"3521",false,0
